메뉴1,메뉴2,업소아이디,name,분류코드,category,업소 주소,업소 전화번호,region,latitude,longitude,tag,cluster,cluster2
손칼국수: 5000원,얼큰이칼국수: 6000원,9253,손칼국수&손만두,1,한식,서울특별시 강남구 광평로 56길 11,02-445-1585,강남구,37.48784784,127.1057947,"[[재료가 신선해요], [매장이 청결해요], [가성비가 좋아요], [친절해요]]",15,3
우렁된장찌개: 8000원,김치찌개: 8000원,8076,솔잎식당,1,한식,서울특별시 마포구 마포대로 4길 46,02-717-2044,마포구,37.53768227,126.9466032,"[[가성비가 좋아요], [친절해요], [재료가 신선해요], [양이 많아요]]",14,13
초벌구이목살: 12000원,초벌구이삼겹살: 11000원,9155,송림기사식당,1,한식,서울특별시 서대문구 모래내로 209,02-308-2317,서대문구,37.57352316,126.9228507,"[[친절해요], [양이 많아요], [매장이 청결해요], [재료가 신선해요]]",11,8
백반: 7000원,삼겹살(200g): 13000원,8137,송림정,1,한식,서울특별시 관악구 은천로 36,02-878-7777,관악구,37.48602819,126.9392268,"[[친절해요], [가성비가 좋아요], [혼밥하기 좋아요], [단체모임 하기 좋아요]]",26,5
설렁탕: 9000원,,8373,송백식당,1,한식,서울특별시 영등포구 당산로 38길 15,02-2632-5080,영등포구,37.52870047,126.9000029,"[[재료가 신선해요], [혼밥하기 좋아요], [매장이 청결해요], [가성비가 좋아요]]",0,15
고로케 카레: 8000원,카레: 7000원,9654,송송카레,1,한식,서울특별시 강남구 역삼로 207,02-553-0527,강남구,37.49635495,127.0399492,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [양이 많아요]]",10,1
칼국수: 8000원,냉면: 8000원,8615,송주불냉면,1,한식,서울특별시 강서구 방화동로 49,02-2662-5509,강서구,37.56507473,126.8114806,"[[매장이 청결해요], [양이 많아요], [가성비가 좋아요], [친절해요]]",22,25
떡국: 6000원,칼국수: 6000원,9984,송천엄마손칼국수,1,한식,"서울특별시  송파구 마천로 45길 8, 1층",02-470-3370,송파구,37.49665043,127.1496172,"[[혼밥하기 좋아요], [매장이 청결해요], [친절해요], [양이 많아요]]",21,14
아이스티: 1900원,아메리카노: 1500원,10300,송파커피,4,기타외식업,서울특별시  송파구 바람드리길 62,02-6929-2125,송파구,37.5367003,127.1223659,"[[커피가 맛있어요], [가성비가 좋아요], [친절해요], [음료가 맛있어요], [매장이 청결해요]]",5,12
주인밥상: 8000원,,9208,송하정,1,한식,서울특별시 성동구 무학봉길 77,02-2291-3346,성동구,37.5613138,127.0310727,"[[가성비가 좋아요], [친절해요], [양이 많아요], [재료가 신선해요]]",9,2
삼겹살: 7000원,삼겹살: 8000원,9624,솥뚜껑,1,한식,서울특별시 은평구 연서로 29길 11,02-354-9282,은평구,37.61894875,126.91876,"[[친절해요], [혼밥하기 좋아요], [양이 많아요], [재료가 신선해요]]",24,24
커피: 1500원,,10359,수리야,4,기타외식업,"서울특별시  중랑구 양원역로 19,1층",,중랑구,37.60224791,127.1079142,"[[재료가 신선해요], [매장이 청결해요], [친절해요], [혼밥하기 좋아요]]",16,11
칼국수: 7000원,,10267,수미락,1,한식,서울특별시  동작구 현충로 96-1,02-824-1130,동작구,37.50788929,126.964348,"[[친절해요], [가성비가 좋아요], [혼밥하기 좋아요], [재료가 신선해요]]",23,20
제육볶음: 9000원,보쌈: 10000원,8483,수미정,1,한식,서울특별시 강남구 강남대로 84길 33 대우디오빌플러스 지하1층 114호,02-556-5080,강남구,37.49754613,127.0310934,"[[재료가 신선해요], [친절해요], [가성비가 좋아요], [양이 많아요]]",10,1
순두부찌개: 8000원,된장찌개: 8000원,9816,수빈마마,1,한식,"서울특별시  동대문구 사가정로 221, 103호",02-2244-9294,동대문구,37.57891917,127.0696952,"[[친절해요], [매장이 청결해요], [양이 많아요], [재료가 신선해요]]",1,21
냉면: 8000원,명태회냉면: 10000원,10121,수서골목냉면,1,한식,서울특별시 강남구 광평로 232,02-451-7158,강남구,37.48548511,127.0980942,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [매장이 청결해요]]",15,3
소금빵: 2500원,,10097,수신당,4,기타외식업,서울특별시  서대문구 수색로 2길 39,02-3152-7817,서대문구,37.57131386,126.9159047,"[[빵이 맛있어요], [특별한 메뉴가 있어요], [친절해요], [커피가 맛있어요], [매장이 청결해요]]",11,8
돼지갈비(250g): 13000원,,8054,수원성갈비,1,한식,서울특별시 종로구 창신3길 9,02-745-3576,종로구,37.57321826,127.0111721,"[[고기 질이 좋아요], [가성비가 좋아요], [친절해요], [양이 많아요]]",9,2
백반: 5000원,김치찌개 백반: 5000원,9027,수유시골집,1,한식,서울특별시 강북구 도봉로 328,02-990-4343,강북구,37.63712773,127.0251913,"[[재료가 신선해요], [가성비가 좋아요], [친절해요], [양이 많아요]]",13,23
된장찌개: 6000원,된장찌개: 5000원,9463,수자타착한식당,1,한식,서울특별시 관악구 남부순환로 143나길 6,02-865-8836,관악구,37.48268909,126.9108744,"[[가성비가 좋아요], [차분한 분위기에요], [재료가 신선해요], [친절해요]]",7,0
칼국수: 7500원,비빔밥: 7000원,10104,수제비먹는닭갈비,1,한식,"서울특별시  성동구 왕십리로 21다길 39, 1층",02-2299-8557,성동구,37.5596507,127.0332179,"[[특별한 메뉴가 있어요], [매장이 청결해요], [친절해요], [양이 많아요]]",9,2
수제비: 6000원,칼국수: 6000원,8188,수제비손칼국수,1,한식,서울특별시 관악구 남부순환로 248길 78 1층 105호,02-876-2517,관악구,37.47280107,126.9661401,"[[친절해요], [매장이 청결해요], [재료가 신선해요], [양이 많아요]]",6,19
손짜장: 7000원,짜장+짬뽕set: 9000원,9005,수타손짜장,2,중식,서울특별시 강남구 개포로 615,02-451-9763,강남구,37.49265809,127.0755825,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [양이 많아요]]",15,3
콩나물국밥: 6000원,녹두전: 10000원,8512,숙아채 콩나물국밥(개포),1,한식,서울특별시 강남구 개포로 20길 17,02-571-4441,강남구,37.47775738,127.0478334,"[[친절해요], [혼밥하기 좋아요], [특별한 메뉴가 있어요], [매장이 청결해요]]",10,1
녹두전: 7000원,콩나물비빔밥: 5000원,8964,숙아채콩나물국밥역삼1호점,1,한식,서울특별시 강남구 도곡로 7길 25 지상1층,02-554-7490,강남구,37.49222937,127.0340829,"[[매장이 청결해요], [양이 많아요], [재료가 신선해요], [친절해요]]",10,1
김치삼겹살찌개: 5000원,순대국: 7000원,9355,순대국밥,1,한식,서울특별시 강남구 도곡로 516 지하1층 3호,02-539-5163,강남구,37.49918128,127.0629879,"[[양이 많아요], [특별한 메뉴가 있어요], [매장이 청결해요], [친절해요]]",10,1
생삼겹살(200g): 14000원,칼국수: 6000원,8646,순미식당,1,한식,서울특별시 영등포구 대방천로 188,02-832-7436,영등포구,37.49893903,126.911852,"[[가성비가 좋아요], [친절해요], [재료가 신선해요], [양이 많아요]]",19,4
장어탕+공기밥: 9000원,풍천민물장어 2마리: 55000원,9115,순장어,1,한식,서울특별시 금천구 시흥대로 52길 70,02-802-5525,금천구,37.45437594,126.9017137,"[[친절해요], [재료가 신선해요], [매장이 넓어요], [단체모임 하기 좋아요]]",17,26
갈비탕: 11000원,냉면: 6000원,10157,순흥골,1,한식,서울특별시  영등포구 대방천로 175,02-848-1888,영등포구,37.49932727,126.9105305,"[[특별한 메뉴가 있어요], [매장이 청결해요], [재료가 신선해요], [친절해요]]",19,4
버섯샐러드: 7900원,닭가슴살샐러드: 8900원,10401,스윗샐러드,4,기타외식업,"서울특별시  종로구 종로 1길 50, 더케이트윈타워 B동 지하1층",02-733-3225,종로구,37.57472447,126.9790224,"[[혼밥하기 좋아요], [특별한 메뉴가 있어요], [친절해요], [재료가 신선해요]]",27,9
피자: 10900원,치킨: 8500원,9311,스카이 피자,4,기타외식업,서울특별시 동작구 노량진로 6길 86,02-822-3082,동작구,37.50960638,126.937053,"[[특별한 메뉴가 있어요], [혼밥하기 좋아요], [양이 많아요], [가성비가 좋아요]]",19,4
녹차: 3000원,커피: 2000원,10044,스텔라커피,4,기타외식업,서울특별시  중랑구 신내로 7가길 13,,중랑구,37.60239134,127.0951394,"[[특별한 메뉴가 있어요], [친절해요], [재료가 신선해요], [매장이 청결해요]]",16,11
백반(점심): 8000원,,10194,스트렁큰,1,한식,서울특별시  마포구 방울내로 65,,마포구,37.5599933,126.9025457,"[[재료가 신선해요], [매장이 청결해요], [가성비가 좋아요], [양이 많아요]]",28,22
아메리카노: 2500원,착즙주스: 3500원,10122,스트리트 팬케이크,4,기타외식업,"서울특별시 강남구 일원로 28, 1층",02-3412-1075,강남구,37.49119162,127.0803345,"[[가성비가 좋아요], [친절해요], [특별한 메뉴가 있어요], [매장이 청결해요]]",15,3
김치찌개: 8000원,청국장: 8000원,8148,시골마당,1,한식,서울특별시 서초구 강남대로 23길 30,02-577-9453,서초구,37.47640024,127.0371687,"[[양이 많아요], [매장이 청결해요], [재료가 신선해요], [친절해요]]",10,1
멸치국수: 5000원,수제떡갈비정식: 7500원,9524,시골밥상,1,한식,"서울특별시 강남구 역삼동 702-13, 지하1층 3호",02-561-4667,강남구,37.50381211,127.0452471,"[[매장이 청결해요], [가성비가 좋아요], [친절해요], [특별한 메뉴가 있어요]]",10,1
뚝배기불고기: 7000원,시골애청국장: 7000원,9231,시골애 청국장,1,한식,서울특별시 강남구 개포로 638,02-3411-1041,강남구,37.49435095,127.0823803,"[[재료가 신선해요], [혼밥하기 좋아요], [양이 많아요], [매장이 청결해요]]",15,3
된장찌개: 8000원,"생삼겹살(국내산,200g): 16000원",8088,시골짚,1,한식,서울특별시  도봉구 도봉로 152길 35,02-954-5243,도봉구,37.66947801,127.0457387,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [재료가 신선해요]]",18,10
청국장: 8000원,비빔밥: 7000원,8446,시골청국장,1,한식,서울특별시 강남구 학동로 504,02-548-0171,강남구,37.51871507,127.0510181,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [재료가 신선해요]]",2,18
칼국수: 5000원,냉면: 6000원,8109,시골칼국수,1,한식,서울특별시 강서구 방화대로 7나길 45,02-2666-5477,강서구,37.55624077,126.8132605,"[[가성비가 좋아요], [양이 많아요], [혼밥하기 좋아요], [친절해요]]",22,25
김치찌개: 7000원,비빔밥: 5500원,9205,시민식당,1,한식,서울특별시 관악구 남부순환로 1869,02-872-1990,관악구,37.4798287,126.9575645,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",6,19
토마토스파게티: 12800원,,10142,시에나프리모,3,경양식/일식,"서울특별시  영등포구 국회대로 70길 19, 지하1층",,영등포구,37.52922435,126.920839,"[[양이 많아요], [가성비가 좋아요], [친절해요], [매장이 청결해요]]",0,15
물냉면: 6000원,비빔냉면: 6500원,9618,시장냉면,1,한식,서울특별시 은평구 응암로 22길 5-21,02-387-1434,은평구,37.59439502,126.9188124,"[[혼밥하기 좋아요], [재료가 신선해요], [가성비가 좋아요], [특별한 메뉴가 있어요]]",24,24
야채김밥: 3000원,탕수육: 4000원,10228,시장탕수육,4,기타외식업,서울특별시 관악구 관천로 19 신원시장 A-68,02-866-3995,관악구,37.48179088,126.9282188,"[[가성비가 좋아요], [매장이 청결해요], [재료가 신선해요], [혼밥하기 좋아요]]",26,5
돈가스: 7500원,,8807,신 쿡(cook),3,경양식/일식,서울특별시  중랑구 중랑천로 10길 39,02-439-2012,중랑구,37.59212628,127.0751278,"[[가성비가 좋아요], [양이 많아요], [혼밥하기 좋아요], [특별한 메뉴가 있어요]]",16,11
야채김밥: 2000원,,10073,신가네 김밥,1,한식,서울특별시  은평구 진흥로 1길 17,02-385-3187,은평구,37.60199486,126.9185327,"[[혼밥하기 좋아요], [양이 많아요], [친절해요], [가성비가 좋아요]]",24,24
김밥: 1000원,,6739,신가네김밥타운,1,한식,서울특별시 서대문구 증가로 25길 4,02-373-1187,서대문구,37.58167048,126.9139717,"[[가성비가 좋아요], [양이 많아요], [친절해요], [혼밥하기 좋아요]]",11,8
장어탕: 7000원,삼겹살: 6000원,9120,신가네참숯민물장어,1,한식,서울특별시 금천구 시흥대로 52길 18,02-802-2999,금천구,37.45223479,126.9026027,"[[재료가 신선해요], [가성비가 좋아요], [친절해요], [양이 많아요]]",17,26
바지락칼국수: 7000원,,9905,신가네칼국수,1,한식,서울특별시  노원구 공릉로 59나길 78-14,02-948-9956,노원구,37.63569272,127.0702391,"[[친절해요], [특별한 메뉴가 있어요], [재료가 신선해요], [양이 많아요]]",25,28
꽈배기3개: 2500원,,9588,신대방대박찹쌀꽈배기,4,기타외식업,서울특별시 동작구 신대방길 105,02-848-0307,동작구,37.49005239,126.9086252,"[[빵이 맛있어요], [가성비가 좋아요], [친절해요], [매장이 청결해요], [음료가 맛있어요]]",7,0
마라상궈: 16000원,마라탕: 7000원,9968,신라방마라탕,2,중식,서울특별시  동대문구 천호대로 79길 66,02-2212-9991,동대문구,37.56504302,127.0644791,"[[혼밥하기 좋아요], [특별한 메뉴가 있어요], [친절해요], [가성비가 좋아요]]",1,21
삼계탕: 15000원,생삼겹살: 15000원,10113,신라삼계탕,1,한식,서울특별시  도봉구 도봉산4가길 13-5,02-954-8441,도봉구,37.6878941,127.0415924,"[[재료가 신선해요], [매장이 청결해요], [친절해요], [특별한 메뉴가 있어요]]",18,10
야채비빔밥: 5000원,야채비빔밥: 6000원,9277,신림국수&닭볶음탕,1,한식,서울특별시 관악구 신림동7길 51,02-883-9242,관악구,37.48485532,126.926926,"[[가성비가 좋아요], [혼밥하기 좋아요], [양이 많아요], [친절해요]]",26,5
한식부페: 7000원,,9995,신미가 맛집,1,한식,서울특별시  은평구 증산로 15길 24-1,,은평구,37.58951549,126.9106657,"[[양이 많아요], [친절해요], [특별한 메뉴가 있어요], [가성비가 좋아요]]",11,8
짬뽕 : 7000원,,10263,신부양각,2,중식,서울특별시  동작구 양녕로 191 2층,02-825-1515,동작구,37.49833215,126.9433807,"[[재료가 신선해요], [매장이 청결해요], [혼밥하기 좋아요], [가성비가 좋아요]]",23,20
딸기생크림와플: 4000원,,9740,신빙고,4,기타외식업,"서울특별시 중구 동호로 12길 93, 1층",02-2235-8819,중구,37.55932913,127.0120712,"[[혼밥하기 좋아요], [매장이 청결해요], [특별한 메뉴가 있어요], [재료가 신선해요]]",9,2
바지락칼국수: 8000원,보쌈정식: 9000원,9975,신설보쌈앤칼국수,1,한식,서울특별시  동대문구 하정로 3길 10,02-925-3030,동대문구,37.57559428,127.0259802,"[[특별한 메뉴가 있어요], [친절해요], [양이 많아요], [매장이 청결해요]]",9,2
김치찌개: 7000원,된장찌개: 7000원,10366,신성식당,1,한식,"서울특별시  중랑구 겸재로 202, 1층",02-437-4132,중랑구,37.58875979,127.0900953,"[[매장이 청결해요], [특별한 메뉴가 있어요], [양이 많아요], [친절해요]]",16,11
돈까스: 9000원,,9531,신온누리에돈까스,1,한식,"서울특별시 동작구 여의대방로 24길 107, 1층",02-823-8580,동작구,37.49918567,126.9259391,"[[혼밥하기 좋아요], [가성비가 좋아요], [재료가 신선해요], [특별한 메뉴가 있어요]]",19,4
자장면: 4000원,짬뽕: 5000원,7428,신왕짜장,2,중식,서울특별시 관악구 난곡로 105,02-839-9989,관악구,37.46495151,126.9191076,"[[양이 많아요], [가성비가 좋아요], [친절해요], [특별한 메뉴가 있어요]]",26,5
삼겹살: 16000원,김치칼국수: 8000원,9980,신원식당,1,한식,"서울특별시  동대문구 장한로 92, 101호",02-3394-5121,동대문구,37.56881082,127.0698438,"[[친절해요], [혼밥하기 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요]]",1,21
순대국: 7000원,,9224,신의주찹쌀순대감자탕,1,한식,서울특별시 강남구 테헤란로 27길 22,02-508-0799,강남구,37.50292148,127.0377516,"[[혼밥하기 좋아요], [양이 많아요], [특별한 메뉴가 있어요], [매장이 청결해요]]",10,1
자장면: 5000원,짬뽕: 7000원,8089,신짜장,2,중식,서울특별시  도봉구 도봉로 145길 56,02-3492-9209,도봉구,37.664731,127.039538,"[[친절해요], [가성비가 좋아요], [혼밥하기 좋아요], [재료가 신선해요]]",18,10
설렁탕: 9000원,갈비탕: 11000원,10182,신촌설렁탕,1,한식,서울특별시  동대문구 경희대로 20,02-966-2002,동대문구,37.59336179,127.052916,"[[매장이 청결해요], [특별한 메뉴가 있어요], [양이 많아요], [가성비가 좋아요]]",12,7
돼지왕갈비(300g): 17000원,오겹살(200g): 16000원,9384,신토불이 정육식당,1,한식,서울특별시 강남구 남부순환로 2629,02-3462-4635,강남구,37.48532224,127.0373584,"[[양이 많아요], [혼밥하기 좋아요], [가성비가 좋아요], [친절해요]]",10,1
짬뽕: 6000원,탕수육: 18000원,10133,신흥각,2,중식,서울특별시  영등포구 도림로 147길 1-6,02-2633-0339,영등포구,37.51651943,126.8895493,"[[재료가 신선해요], [가성비가 좋아요], [혼밥하기 좋아요], [친절해요]]",0,15
탕수육: 16000원,짜장면: 6500원,10167,신흥원,2,중식,서울특별시  영등포구 시흥대로 667,02-832-5792,영등포구,37.49137494,126.9079966,"[[친절해요], [재료가 신선해요], [혼밥하기 좋아요], [가성비가 좋아요]]",7,0
칡물냉면: 7000원,김치찌개: 7000원,9551,실비촌,1,한식,"서울특별시 동작구 여의대방로 250, 105호",02-816-5595,동작구,37.50874345,126.9245178,"[[혼밥하기 좋아요], [양이 많아요], [특별한 메뉴가 있어요], [친절해요]]",19,4
생선+청국장: 7000원,정식: 6000원,9299,싸리골,1,한식,서울특별시 구로구 구로중앙로 22길 7,02-862-1323,구로구,37.49666455,126.8881315,"[[가성비가 좋아요], [친절해요], [특별한 메뉴가 있어요], [매장이 청결해요]]",7,0
순두부찌개: 7000원,청국장: 7000원,9927,써니밥상,1,한식,서울특별시  금천구 시흥대로 364,02-891-8918,금천구,37.46607664,126.8980703,"[[가성비가 좋아요], [재료가 신선해요], [혼밥하기 좋아요], [양이 많아요]]",17,26
치킨: 8000원,,8573,씨씨존치킨,4,기타외식업,서울특별시 성동구 무수막길 85,02-2235-7792,성동구,37.55344142,127.020337,"[[양이 많아요], [매장이 청결해요], [친절해요], [재료가 신선해요]]",9,2
우삼겹볶음밥: 7000원,양지차돌국수: 7500원,9790,씬챠호,3,경양식/일식,서울특별시 관악구 대학길 52 CU편의점 옆 지하,02-874-8745,관악구,37.46826887,126.9375564,"[[특별한 메뉴가 있어요], [혼밥하기 좋아요], [매장이 청결해요], [가성비가 좋아요]]",26,5
짬뽕: 4000원,자장면: 3000원,9467,아!짜장,2,중식,서울특별시  도봉구 도당로 76,,도봉구,37.66457204,127.0359669,"[[가성비가 좋아요], [친절해요], [특별한 메뉴가 있어요], [혼밥하기 좋아요]]",13,23
닭볶음탕(소): 25000원,감자탕(소): 25000원,9780,아랫목식당,1,한식,서울특별시  성동구 송정14길 14-1,02-498-3217,성동구,37.55103382,127.0679383,"[[양이 많아요], [친절해요], [가성비가 좋아요], [혼밥하기 좋아요]]",20,6
커피: 2000원,,10043,아르카디아커피컴퍼니,4,기타외식업,서울특별시  중랑구 면목로 88길 5-9,02-6401-9692,중랑구,37.59445343,127.0863505,"[[매장이 청결해요], [특별한 메뉴가 있어요], [친절해요], [가성비가 좋아요]]",16,11
감자탕 소: 25000원,감자탕 중: 32000원,9850,아리랑 수미감자탕,1,한식,서울특별시  성북구 아리랑로 54,,성북구,37.59755151,127.0148832,"[[양이 많아요], [특별한 메뉴가 있어요], [재료가 신선해요], [매장이 청결해요]]",3,29
물냉면: 7500원,김치볶음밥: 7500원,8933,아마자께,1,한식,서울특별시  동대문구 천장산로 7길 16,,동대문구,37.59850149,127.0569804,"[[가성비가 좋아요], [혼밥하기 좋아요], [매장이 청결해요], [특별한 메뉴가 있어요]]",12,7
돼지국밥: 5000원,순대국: 6000원,9836,아바이토종순대국,1,한식,서울특별시  성북구 안암로 9가길 80-17,,성북구,37.58281107,127.0286873,"[[특별한 메뉴가 있어요], [재료가 신선해요], [양이 많아요], [혼밥하기 좋아요]]",12,7
김치찌개: 8000원,물냉면: 7000원,10295,아우네,1,한식,서울특별시  송파구 거마로 2길 7,02-408-7100,송파구,37.49355153,127.145633,"[[가성비가 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요], [양이 많아요]]",21,14
김치찌개: 4000원,비빔밥: 4000원,9325,아이리스 분식,1,한식,서울특별시 동작구 상도로 15길 98,02-827-0288,동작구,37.50427475,126.936168,"[[양이 많아요], [가성비가 좋아요], [매장이 청결해요], [혼밥하기 좋아요]]",19,4
볶음밥: 4900원,김밥: 3000원,10322,아콘스톨,1,한식,"서울특별시 서대문구 신촌역로 17, 1층 110호",02-364-1301,서대문구,37.55829497,126.9424171,"[[혼밥하기 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요], [매장이 청결해요]]",11,8
자장면: 6000원,짬뽕: 7000원,8985,안동장,2,중식,서울특별시  동대문구 경동시장로 10길 57,02-963-7777,동대문구,37.58142822,127.043916,"[[가성비가 좋아요], [친절해요], [양이 많아요], [음식이 빨리 나와요]]",12,7
돼지갈비: 10000원,"삼겹살(국내산,200g): 15000원",8090,알뜰정육식당,1,한식,서울특별시 도봉구 도봉로 169나길 71,02-3491-6898,도봉구,37.67642559,127.0437226,"[[친절해요], [재료가 신선해요], [가성비가 좋아요], [고기 질이 좋아요]]",18,10
클래식: 5500원,알리오올리오 : 6500원,9386,알리파스타,4,기타외식업,서울특별시 강남구 논현로 151길 29 1층 101호,02-518-1125,강남구,37.5196425,127.0257097,"[[매장이 청결해요], [특별한 메뉴가 있어요], [친절해요], [가성비가 좋아요]]",2,18
클래식: 7000원,통새우볶음밥: 7500원,9579,알리파스타,4,기타외식업,서울특별시 강남구 논현로 151길 29 1층,,강남구,37.5196425,127.0257097,"[[특별한 메뉴가 있어요], [매장이 청결해요], [친절해요], [혼밥하기 좋아요]]",2,18
국내산 갈매기살(150g): 13000원,,10412,암사집 원조소금구이,1,한식,"서울특별시  강동구 상암로 51, 1층 105호",02-2138-1692,강동구,37.54954187,127.1291428,"[[양이 많아요], [재료가 신선해요], [혼밥하기 좋아요], [매장이 청결해요]]",5,12
원두커피: 2000원,녹차: 2000원,6529,약속커피숍,4,기타외식업,서울특별시 종로구 종로 302,02-764-1100,종로구,37.57163329,127.0114007,"[[가성비가 좋아요], [재료가 신선해요], [양이 많아요], [혼밥하기 좋아요]]",9,2
두부(보쌈)정식: 12000원,,9623,양구손두부,1,한식,서울특별시 은평구 통일로 83길 5-21,02-353-7185,은평구,37.62042652,126.9187189,"[[가성비가 좋아요], [양이 많아요], [친절해요], [재료가 신선해요]]",24,24
닭칼국수 : 8000원,된장찌개: 8000원,9387,양구식당,1,한식,서울특별시 강남구 논현로 151길 26,02-548-5848,강남구,37.5199202,127.0260684,"[[친절해요], [가성비가 좋아요], [혼밥하기 좋아요], [양이 많아요]]",2,18
탕수육: 16000원,짜장면: 6000원,9867,양귀비짬뽕,2,중식,서울특별시  마포구 월드컵로 190 상가112호,02-302-2302,마포구,37.56417769,126.9032898,"[[친절해요], [재료가 신선해요], [양이 많아요], [가성비가 좋아요]]",28,22
누룽지정식: 7000원,된장찌개: 7000원,8998,양철집,1,한식,서울특별시 강남구 언주로 153길 16,02-542-6689,강남구,37.52275026,127.0318786,"[[친절해요], [가성비가 좋아요], [양이 많아요], [고기 질이 좋아요]]",2,18
순대국: 7000원,양평해장국: 7000원,9251,양평해장국,1,한식,서울특별시 강남구 논현로 12길 19-7 1층,02-578-4464,강남구,37.47524769,127.0487627,"[[가성비가 좋아요], [혼밥하기 좋아요], [매장이 청결해요], [특별한 메뉴가 있어요]]",10,1
비빔밥: 5000원,김치찌개: 5000원,9033,어가네,1,한식,서울특별시 서대문구 모래내로 377-1,02-379-5612,서대문구,37.58301197,126.9376204,"[[재료가 신선해요], [매장이 청결해요], [가성비가 좋아요], [특별한 메뉴가 있어요]]",4,17
카페라떼: 3000원,아메리카노: 2500원,9430,어느멋진날,4,기타외식업,서울특별시 관악구 신림로 11길 67,,관악구,37.4674698,126.9388393,"[[커피가 맛있어요], [친절해요], [음료가 맛있어요], [가성비가 좋아요], [매장이 청결해요]]",26,5
황태해장국: 10000원,청국장: 9000원,9820,어머니의 고등어,1,한식,"서울특별시  동대문구 전농로 15길 7, 101호",02-2245-9991,동대문구,37.57814435,127.0570279,"[[친절해요], [혼밥하기 좋아요], [매장이 청결해요], [재료가 신선해요]]",12,7
된장찌개: 6000원,김치찌개: 6000원,9482,어머니찌개,1,한식,서울특별시 도봉구 도봉로 152길 16,02-956-8312,도봉구,37.66909403,127.0447525,"[[혼밥하기 좋아요], [가성비가 좋아요], [특별한 메뉴가 있어요], [양이 많아요]]",18,10
제육볶음,오징어볶음: 7000원,9848,어멍식당,1,한식,서울특별시  성북구 오패산로 10길 18,,성북구,37.60549207,127.037737,"[[가성비가 좋아요], [혼밥하기 좋아요], [재료가 신선해요], [양이 많아요]]",12,7
바지락칼국수: 6000원,,8825,어메칼국수,1,한식,"서울특별시 관악구 관악로 154-6, 2층",02-874-9878,관악구,37.47884165,126.9528401,"[[매장이 청결해요], [가성비가 좋아요], [특별한 메뉴가 있어요], [양이 많아요]]",6,19
돈가스: 6500원,김밥: 2500원,9864,어쩌다김밥,4,기타외식업,서울특별시  광진구 자양로 22길 18,02-457-1737,광진구,37.53950743,127.0842983,"[[특별한 메뉴가 있어요], [혼밥하기 좋아요], [친절해요], [매장이 청결해요]]",20,6
버섯불고기: 10000원,해물된장찌개: 9000원,9700,억불산,1,한식,서울특별시  서초구 남부순환로 347길 64,02-587-0335,서초구,37.48723857,127.0309095,"[[특별한 메뉴가 있어요], [매장이 청결해요], [양이 많아요], [친절해요]]",10,1
언니네김밥: 3500원,,10350,언니네김밥,1,한식,서울특별시  성북구 보국문로 11길 23,02-6402-2727,성북구,37.60856366,127.0087713,"[[재료가 신선해요], [친절해요], [가성비가 좋아요], [혼밥하기 좋아요]]",3,29
동태찌개 소: 15000원,동태찌개 중: 25000원,10012,언제나오고가식당,1,한식,서울특별시  노원구 상계로 35길 10,02-939-1974,노원구,37.67080038,127.0784159,"[[양이 많아요], [가성비가 좋아요], [재료가 신선해요], [친절해요]]",18,10
돈가스: 3000원,,8805,얼레리꼴레리,1,한식,서울특별시 중랑구 양원역로 61,02-493-4612,중랑구,37.60568884,127.1059657,"[[매장이 청결해요], [양이 많아요], [재료가 신선해요], [친절해요]]",16,11
해물수제비: 8500원,,9932,얼큰수제비 해물칼국수,1,한식,서울특별시 관악구 관악로 113,02-888-0712,관악구,37.47519982,126.9525029,"[[매장이 청결해요], [특별한 메뉴가 있어요], [재료가 신선해요], [양이 많아요]]",6,19
 뚝불고기 : 6000원,순대국: 6000원,9100,얼큰순대국,1,한식,"서울특별시 금천구 범안로 1201, 1층",02-809-8550,금천구,37.46678554,126.8952702,"[[매장이 청결해요], [양이 많아요], [특별한 메뉴가 있어요], [친절해요]]",17,26
순두부찌개: 6000원,닭곰탕: 6500원,10095,엄나무닭곰탕,1,한식,서울특별시  노원구 공릉동 604-1,02-949-1677,노원구,37.62046359,127.0722212,"[[혼밥하기 좋아요], [가성비가 좋아요], [친절해요], [양이 많아요]]",25,28
김치볶음밥: 6500원,쫄면: 5500원,9609,엄마가,1,한식,"서울특별시 관악구 신림로 280, 1층",,관악구,37.47958326,126.9314709,"[[가성비가 좋아요], [특별한 메뉴가 있어요], [친절해요], [재료가 신선해요]]",26,5
찹쌀도너츠: 1300원,아메리카노: 2000원,9485,엄마랑꿀꽈배기,1,한식,서울특별시 도봉구 해등로 16길 26,02-903-3339,도봉구,37.65562906,127.0414879,"[[양이 많아요], [친절해요], [특별한 메뉴가 있어요], [가성비가 좋아요]]",13,23
